Umur,Pendapatan Bulanan (ribu Rupiah),Jarak Tempuh Harian (km),Status Pekerjaan,Preferensi Harga,Preferensi Kecepatan,Preferensi Kapasitas,Ketersediaan Pajak,Ketersediaan Parkir,Ketersediaan Bahan Bakar,Ketersediaan Teknologi,Ketersediaan Perawatan,Ketersediaan Asuransi,Ketersediaan Warna,Ketersediaan Fitur Keselamatan,Ketersediaan Fitur Hiburan,Ketersediaan Aksesori,Ketersediaan Ruang Penumpang,Ketersediaan Ruang Bagasi,Jenis Kendaraan Dipilih
67,19790,18,Pensiunan,Murah,Cepat,Kecil,Ya,Cukup,Bensin,Tinggi,Cukup,Ya,Beragam,Cukup,Cukup,Kurang,Luas,Luas,Mobil Listrik
38,9231,77,Pensiunan,Sedang,Lambat,Kecil,Ya,Baik,Gas,Sedang,Kurang,Tidak,Terbatas,Kurang,Kurang,Kurang,Cukup,Cukup,Mobil
41,2929,59,Wiraswasta,Sedang,Sedang,Besar,Tidak,Cukup,Listrik,Sedang,Kurang,Tidak,Beragam,Kurang,Lengkap,Lengkap,Sempit,Sempit,Sepeda
29,24854,43,Pegawai Negeri,Murah,Cepat,Besar,Tidak,Kurang,Listrik,Sedang,Baik,Ya,Beragam,Lengkap,Lengkap,Lengkap,Cukup,Luas,Sepeda
69,23977,18,Wiraswasta,Murah,Lambat,Kecil,Tidak,Cukup,Gas,Sedang,Cukup,Ya,Beragam,Lengkap,Kurang,Kurang,Luas,Cukup,Sepeda
55,22129,94,Tidak Bekerja,Mahal,Sedang,Besar,Ya,Cukup,Solar,Rendah,Cukup,Ya,Beragam,Cukup,Lengkap,Lengkap,Cukup,Sempit,Mobil
23,16399,57,Wiraswasta,Mahal,Lambat,Besar,Tidak,Baik,Listrik,Tinggi,Cukup,Ya,Terbatas,Kurang,Lengkap,Lengkap,Sempit,Sempit,Mobil Listrik
64,10836,20,Pelajar/Mahasiswa,Sedang,Sedang,Besar,Tidak,Baik,Solar,Tinggi,Cukup,Ya,Beragam,Lengkap,Kurang,Lengkap,Cukup,Luas,Mobil Listrik
59,2111,90,Pensiunan,Sedang,Cepat,Besar,Tidak,Baik,Solar,Tinggi,Kurang,Tidak,Terbatas,Cukup,Cukup,Lengkap,Sempit,Sempit,Sepeda
53,8300,18,Tidak Bekerja,Sedang,Cepat,Sedang,Ya,Kurang,Listrik,Sedang,Cukup,Ya,Beragam,Cukup,Lengkap,Cukup,Luas,Sempit,Sepeda Motor
42,24949,40,Pensiunan,Sedang,Cepat,Besar,Ya,Cukup,Solar,Sedang,Baik,Ya,Beragam,Kurang,Cukup,Cukup,Sempit,Sempit,Sepeda Motor
33,16457,57,Pelajar/Mahasiswa,Sedang,Sedang,Kecil,Tidak,Cukup,Listrik,Sedang,Baik,Tidak,Terbatas,Kurang,Kurang,Kurang,Luas,Cukup,Mobil Listrik
64,11969,5,Pegawai Negeri,Murah,Cepat,Besar,Ya,Cukup,Listrik,Rendah,Cukup,Tidak,Beragam,Lengkap,Lengkap,Cukup,Cukup,Sempit,Mobil Listrik
58,27711,91,Pensiunan,Mahal,Sedang,Kecil,Tidak,Kurang,Gas,Tinggi,Baik,Ya,Beragam,Cukup,Lengkap,Cukup,Cukup,Luas,Sepeda
65,25737,80,Pegawai Negeri,Murah,Sedang,Besar,Tidak,Cukup,Solar,Tinggi,Baik,Ya,Beragam,Cukup,Lengkap,Lengkap,Cukup,Cukup,Sepeda Motor
21,22097,36,Pelajar/Mahasiswa,Murah,Cepat,Besar,Tidak,Cukup,Gas,Tinggi,Cukup,Ya,Terbatas,Kurang,Kurang,Cukup,Sempit,Sempit,Sepeda Motor
24,9671,92,Pelajar/Mahasiswa,Sedang,Cepat,Sedang,Ya,Cukup,Bensin,Rendah,Kurang,Tidak,Beragam,Cukup,Lengkap,Cukup,Sempit,Luas,Sepeda
47,22470,83,Tidak Bekerja,Sedang,Sedang,Kecil,Ya,Kurang,Listrik,Rendah,Cukup,Tidak,Beragam,Kurang,Kurang,Cukup,Luas,Sempit,Sepeda Motor
27,26596,19,Pensiunan,Murah,Lambat,Sedang,Tidak,Kurang,Solar,Sedang,Kurang,Tidak,Beragam,Cukup,Kurang,Cukup,Luas,Sempit,Mobil Listrik
38,2350,27,Wiraswasta,Sedang,Cepat,Besar,Ya,Kurang,Listrik,Tinggi,Baik,Ya,Terbatas,Cukup,Kurang,Lengkap,Sempit,Cukup,Mobil Listrik
66,27095,45,Pegawai Negeri,Murah,Sedang,Sedang,Ya,Baik,Listrik,Rendah,Kurang,Tidak,Terbatas,Lengkap,Lengkap,Lengkap,Cukup,Sempit,Sepeda
24,29937,19,Pegawai Negeri,Sedang,Lambat,Besar,Tidak,Cukup,Gas,Rendah,Cukup,Ya,Beragam,Lengkap,Lengkap,Kurang,Cukup,Sempit,Mobil Listrik
34,4934,20,Pensiunan,Sedang,Sedang,Kecil,Tidak,Kurang,Bensin,Rendah,Baik,Ya,Terbatas,Kurang,Cukup,Cukup,Luas,Luas,Sepeda
56,26014,81,Wiraswasta,Murah,Lambat,Besar,Tidak,Cukup,Solar,Tinggi,Cukup,Tidak,Terbatas,Kurang,Kurang,Cukup,Sempit,Cukup,Mobil Listrik
22,21027,84,Pelajar/Mahasiswa,Mahal,Lambat,Besar,Ya,Baik,Listrik,Tinggi,Baik,Ya,Terbatas,Cukup,Cukup,Lengkap,Luas,Luas,Mobil Listrik
41,26771,8,Pegawai Negeri,Murah,Sedang,Besar,Tidak,Cukup,Solar,Rendah,Cukup,Tidak,Terbatas,Kurang,Lengkap,Kurang,Cukup,Cukup,Sepeda
24,28671,50,Pensiunan,Mahal,Lambat,Sedang,Ya,Baik,Bensin,Tinggi,Kurang,Tidak,Beragam,Cukup,Cukup,Lengkap,Cukup,Cukup,Sepeda Motor
31,3632,65,Tidak Bekerja,Mahal,Lambat,Sedang,Tidak,Cukup,Solar,Rendah,Kurang,Ya,Beragam,Lengkap,Kurang,Kurang,Cukup,Cukup,Sepeda Motor
36,8327,96,Pensiunan,Sedang,Sedang,Sedang,Ya,Kurang,Gas,Sedang,Baik,Tidak,Terbatas,Kurang,Kurang,Kurang,Luas,Cukup,Sepeda Motor
36,11928,57,Pensiunan,Mahal,Sedang,Sedang,Tidak,Baik,Bensin,Sedang,Kurang,Tidak,Terbatas,Cukup,Cukup,Cukup,Luas,Cukup,Mobil
29,27639,31,Pelajar/Mahasiswa,Mahal,Lambat,Sedang,Ya,Baik,Solar,Tinggi,Kurang,Tidak,Terbatas,Cukup,Lengkap,Lengkap,Luas,Cukup,Sepeda Motor
35,13172,52,Tidak Bekerja,Murah,Cepat,Sedang,Tidak,Baik,Gas,Rendah,Kurang,Ya,Beragam,Kurang,Cukup,Cukup,Sempit,Luas,Sepeda Motor
53,19326,18,Pegawai Negeri,Sedang,Cepat,Besar,Ya,Kurang,Listrik,Sedang,Cukup,Tidak,Terbatas,Lengkap,Cukup,Kurang,Cukup,Sempit,Mobil
18,11600,85,Pensiunan,Mahal,Cepat,Besar,Ya,Baik,Solar,Rendah,Baik,Ya,Terbatas,Kurang,Kurang,Cukup,Sempit,Luas,Mobil
56,3151,6,Pelajar/Mahasiswa,Murah,Cepat,Sedang,Ya,Kurang,Solar,Tinggi,Baik,Ya,Terbatas,Cukup,Kurang,Cukup,Cukup,Sempit,Mobil
62,29936,70,Wiraswasta,Mahal,Lambat,Kecil,Tidak,Baik,Solar,Sedang,Baik,Ya,Terbatas,Kurang,Cukup,Kurang,Cukup,Luas,Mobil
31,12385,82,Pelajar/Mahasiswa,Mahal,Lambat,Kecil,Ya,Kurang,Listrik,Sedang,Kurang,Tidak,Beragam,Lengkap,Cukup,Cukup,Luas,Sempit,Mobil Listrik
40,3365,46,Tidak Bekerja,Murah,Cepat,Kecil,Ya,Kurang,Listrik,Tinggi,Baik,Tidak,Terbatas,Cukup,Kurang,Cukup,Sempit,Sempit,Mobil Listrik
29,21941,10,Pegawai Negeri,Murah,Cepat,Sedang,Tidak,Baik,Bensin,Tinggi,Kurang,Ya,Beragam,Lengkap,Kurang,Kurang,Cukup,Cukup,Mobil
22,4385,9,Pensiunan,Sedang,Cepat,Besar,Ya,Cukup,Solar,Tinggi,Baik,Tidak,Terbatas,Cukup,Lengkap,Kurang,Luas,Sempit,Mobil Listrik
43,25388,27,Wiraswasta,Murah,Sedang,Sedang,Ya,Baik,Listrik,Rendah,Kurang,Ya,Beragam,Lengkap,Lengkap,Kurang,Cukup,Sempit,Mobil
67,6895,84,Pensiunan,Sedang,Sedang,Sedang,Tidak,Kurang,Listrik,Sedang,Kurang,Ya,Beragam,Cukup,Cukup,Cukup,Sempit,Cukup,Sepeda Motor
50,26822,80,Pensiunan,Sedang,Cepat,Kecil,Ya,Kurang,Gas,Rendah,Kurang,Ya,Terbatas,Cukup,Cukup,Cukup,Sempit,Luas,Mobil Listrik
28,22634,63,Tidak Bekerja,Mahal,Lambat,Sedang,Ya,Baik,Bensin,Rendah,Cukup,Tidak,Beragam,Cukup,Cukup,Lengkap,Luas,Luas,Mobil
33,19579,90,Pegawai Negeri,Sedang,Lambat,Sedang,Tidak,Cukup,Listrik,Tinggi,Cukup,Tidak,Terbatas,Cukup,Kurang,Cukup,Cukup,Cukup,Sepeda
46,16693,71,Pegawai Negeri,Murah,Cepat,Besar,Ya,Cukup,Bensin,Tinggi,Baik,Tidak,Beragam,Cukup,Cukup,Cukup,Cukup,Luas,Mobil
39,9169,96,Pegawai Negeri,Mahal,Sedang,Besar,Ya,Kurang,Bensin,Rendah,Kurang,Tidak,Beragam,Kurang,Cukup,Lengkap,Luas,Cukup,Mobil
53,7402,19,Tidak Bekerja,Murah,Cepat,Besar,Ya,Baik,Solar,Tinggi,Cukup,Tidak,Beragam,Cukup,Cukup,Lengkap,Cukup,Luas,Sepeda
28,13641,65,Tidak Bekerja,Murah,Sedang,Kecil,Ya,Kurang,Listrik,Tinggi,Baik,Tidak,Beragam,Kurang,Lengkap,Kurang,Sempit,Sempit,Sepeda
44,27151,64,Pegawai Negeri,Mahal,Lambat,Kecil,Tidak,Baik,Solar,Rendah,Kurang,Ya,Terbatas,Cukup,Lengkap,Cukup,Luas,Sempit,Sepeda
25,3733,66,Wiraswasta,Sedang,Sedang,Sedang,Tidak,Baik,Bensin,Tinggi,Kurang,Tidak,Beragam,Lengkap,Kurang,Lengkap,Luas,Luas,Sepeda Motor
18,19096,74,Wiraswasta,Murah,Sedang,Kecil,Ya,Baik,Gas,Sedang,Cukup,Tidak,Beragam,Kurang,Cukup,Lengkap,Cukup,Luas,Sepeda
22,9919,24,Tidak Bekerja,Murah,Lambat,Besar,Ya,Baik,Listrik,Tinggi,Baik,Tidak,Beragam,Lengkap,Kurang,Lengkap,Luas,Sempit,Mobil Listrik
40,20688,47,Pelajar/Mahasiswa,Mahal,Sedang,Besar,Ya,Cukup,Bensin,Rendah,Kurang,Tidak,Beragam,Cukup,Lengkap,Cukup,Sempit,Luas,Sepeda
66,8078,44,Wiraswasta,Mahal,Cepat,Besar,Tidak,Baik,Solar,Sedang,Cukup,Ya,Terbatas,Cukup,Lengkap,Kurang,Sempit,Sempit,Mobil Listrik
66,24737,61,Pelajar/Mahasiswa,Mahal,Cepat,Kecil,Ya,Kurang,Solar,Rendah,Baik,Tidak,Terbatas,Lengkap,Kurang,Lengkap,Sempit,Luas,Mobil
41,12977,43,Wiraswasta,Mahal,Lambat,Sedang,Ya,Cukup,Gas,Tinggi,Kurang,Ya,Terbatas,Kurang,Cukup,Kurang,Cukup,Cukup,Mobil
29,27448,51,Wiraswasta,Mahal,Sedang,Kecil,Tidak,Baik,Bensin,Sedang,Cukup,Tidak,Beragam,Cukup,Cukup,Kurang,Sempit,Cukup,Sepeda Motor
51,14376,39,Pelajar/Mahasiswa,Mahal,Lambat,Kecil,Ya,Baik,Bensin,Sedang,Baik,Ya,Terbatas,Lengkap,Cukup,Cukup,Luas,Cukup,Mobil
65,9667,26,Pensiunan,Sedang,Cepat,Kecil,Ya,Kurang,Gas,Tinggi,Cukup,Ya,Beragam,Kurang,Lengkap,Kurang,Sempit,Cukup,Sepeda
50,25019,37,Pegawai Negeri,Murah,Sedang,Kecil,Ya,Baik,Bensin,Rendah,Kurang,Tidak,Beragam,Kurang,Kurang,Kurang,Cukup,Cukup,Mobil
68,24413,78,Wiraswasta,Mahal,Sedang,Sedang,Tidak,Baik,Gas,Tinggi,Baik,Ya,Beragam,Cukup,Cukup,Lengkap,Luas,Cukup,Mobil
41,24560,41,Tidak Bekerja,Sedang,Cepat,Besar,Ya,Kurang,Listrik,Rendah,Cukup,Ya,Terbatas,Cukup,Kurang,Kurang,Sempit,Luas,Mobil
62,28495,59,Tidak Bekerja,Sedang,Sedang,Besar,Ya,Baik,Listrik,Rendah,Kurang,Ya,Beragam,Cukup,Cukup,Cukup,Cukup,Cukup,Mobil Listrik
34,22654,7,Tidak Bekerja,Sedang,Sedang,Besar,Tidak,Kurang,Bensin,Sedang,Cukup,Ya,Beragam,Lengkap,Cukup,Cukup,Cukup,Luas,Mobil
46,27783,68,Pelajar/Mahasiswa,Murah,Sedang,Kecil,Tidak,Baik,Solar,Tinggi,Baik,Ya,Beragam,Lengkap,Cukup,Lengkap,Luas,Cukup,Sepeda
56,8664,23,Tidak Bekerja,Mahal,Cepat,Kecil,Tidak,Cukup,Gas,Rendah,Baik,Ya,Beragam,Kurang,Kurang,Kurang,Cukup,Sempit,Mobil
45,26950,93,Pelajar/Mahasiswa,Murah,Sedang,Sedang,Ya,Cukup,Listrik,Rendah,Cukup,Tidak,Terbatas,Cukup,Lengkap,Cukup,Luas,Luas,Sepeda Motor
24,13454,27,Pegawai Negeri,Murah,Cepat,Besar,Ya,Cukup,Listrik,Tinggi,Kurang,Tidak,Terbatas,Cukup,Kurang,Kurang,Luas,Sempit,Sepeda
60,2313,46,Pensiunan,Mahal,Lambat,Besar,Tidak,Baik,Listrik,Tinggi,Cukup,Tidak,Beragam,Kurang,Kurang,Cukup,Cukup,Cukup,Mobil Listrik
62,12643,85,Wiraswasta,Sedang,Cepat,Besar,Tidak,Kurang,Gas,Sedang,Baik,Ya,Terbatas,Lengkap,Kurang,Lengkap,Sempit,Sempit,Sepeda Motor
61,3534,23,Wiraswasta,Mahal,Sedang,Besar,Ya,Cukup,Bensin,Tinggi,Baik,Ya,Terbatas,Lengkap,Cukup,Kurang,Cukup,Sempit,Sepeda
52,14517,5,Pegawai Negeri,Mahal,Lambat,Kecil,Ya,Baik,Listrik,Tinggi,Baik,Ya,Beragam,Lengkap,Kurang,Lengkap,Sempit,Sempit,Mobil Listrik
57,6209,72,Pensiunan,Sedang,Lambat,Kecil,Ya,Baik,Solar,Tinggi,Baik,Tidak,Beragam,Cukup,Kurang,Lengkap,Cukup,Cukup,Mobil
41,7195,54,Pelajar/Mahasiswa,Mahal,Sedang,Besar,Tidak,Cukup,Solar,Tinggi,Kurang,Ya,Terbatas,Kurang,Lengkap,Lengkap,Sempit,Sempit,Sepeda Motor
53,18078,36,Pelajar/Mahasiswa,Sedang,Sedang,Kecil,Tidak,Cukup,Bensin,Rendah,Kurang,Tidak,Beragam,Kurang,Kurang,Cukup,Cukup,Cukup,Mobil
27,18926,42,Pelajar/Mahasiswa,Murah,Lambat,Besar,Tidak,Baik,Gas,Rendah,Baik,Ya,Beragam,Kurang,Cukup,Cukup,Cukup,Sempit,Mobil
68,26682,84,Wiraswasta,Mahal,Cepat,Sedang,Ya,Kurang,Gas,Tinggi,Baik,Tidak,Beragam,Cukup,Kurang,Cukup,Luas,Luas,Mobil Listrik
58,19563,23,Pensiunan,Mahal,Lambat,Kecil,Ya,Kurang,Gas,Sedang,Kurang,Ya,Terbatas,Kurang,Cukup,Lengkap,Luas,Luas,Mobil
20,21750,42,Tidak Bekerja,Murah,Sedang,Sedang,Tidak,Kurang,Gas,Sedang,Kurang,Ya,Beragam,Kurang,Lengkap,Kurang,Sempit,Sempit,Mobil Listrik
33,18546,34,Wiraswasta,Mahal,Lambat,Kecil,Tidak,Kurang,Listrik,Tinggi,Baik,Tidak,Beragam,Lengkap,Cukup,Lengkap,Sempit,Cukup,Mobil Listrik
40,2576,11,Wiraswasta,Mahal,Cepat,Kecil,Ya,Kurang,Bensin,Tinggi,Baik,Ya,Beragam,Kurang,Cukup,Kurang,Luas,Sempit,Mobil Listrik
61,14462,86,Pegawai Negeri,Mahal,Cepat,Sedang,Ya,Baik,Gas,Sedang,Kurang,Tidak,Beragam,Lengkap,Lengkap,Cukup,Sempit,Cukup,Sepeda Motor
62,25049,33,Pegawai Negeri,Murah,Sedang,Kecil,Tidak,Cukup,Gas,Tinggi,Kurang,Tidak,Beragam,Cukup,Kurang,Kurang,Cukup,Luas,Sepeda
31,8898,23,Pegawai Negeri,Sedang,Lambat,Kecil,Tidak,Baik,Solar,Sedang,Kurang,Ya,Beragam,Lengkap,Cukup,Lengkap,Sempit,Cukup,Sepeda
58,3087,30,Tidak Bekerja,Mahal,Lambat,Kecil,Ya,Kurang,Bensin,Rendah,Baik,Tidak,Beragam,Cukup,Lengkap,Kurang,Sempit,Luas,Mobil Listrik
18,19346,47,Tidak Bekerja,Sedang,Cepat,Besar,Ya,Baik,Solar,Sedang,Cukup,Ya,Terbatas,Lengkap,Kurang,Cukup,Sempit,Cukup,Sepeda Motor
52,11638,13,Tidak Bekerja,Sedang,Sedang,Besar,Tidak,Kurang,Solar,Tinggi,Kurang,Ya,Terbatas,Cukup,Cukup,Cukup,Sempit,Luas,Sepeda
22,22408,89,Wiraswasta,Mahal,Cepat,Kecil,Tidak,Baik,Listrik,Tinggi,Cukup,Tidak,Beragam,Lengkap,Kurang,Kurang,Luas,Luas,Mobil Listrik
25,16105,55,Pegawai Negeri,Murah,Sedang,Kecil,Tidak,Baik,Bensin,Rendah,Cukup,Ya,Terbatas,Lengkap,Kurang,Lengkap,Luas,Cukup,Sepeda Motor
65,5393,35,Pegawai Negeri,Sedang,Lambat,Besar,Ya,Cukup,Solar,Sedang,Kurang,Ya,Terbatas,Lengkap,Lengkap,Lengkap,Cukup,Luas,Mobil Listrik
51,16968,58,Pelajar/Mahasiswa,Mahal,Sedang,Kecil,Tidak,Baik,Listrik,Sedang,Kurang,Tidak,Terbatas,Lengkap,Cukup,Lengkap,Sempit,Luas,Mobil Listrik
40,11491,62,Tidak Bekerja,Mahal,Cepat,Kecil,Ya,Cukup,Bensin,Tinggi,Kurang,Ya,Beragam,Kurang,Kurang,Kurang,Luas,Luas,Sepeda Motor
38,13014,88,Wiraswasta,Sedang,Sedang,Kecil,Ya,Baik,Bensin,Tinggi,Cukup,Ya,Terbatas,Cukup,Kurang,Kurang,Luas,Luas,Mobil
58,23667,15,Wiraswasta,Murah,Lambat,Kecil,Tidak,Baik,Solar,Sedang,Kurang,Ya,Beragam,Lengkap,Kurang,Kurang,Luas,Cukup,Sepeda
40,18258,47,Wiraswasta,Sedang,Lambat,Besar,Ya,Kurang,Gas,Tinggi,Baik,Ya,Terbatas,Kurang,Cukup,Kurang,Cukup,Sempit,Mobil Listrik
66,25790,21,Pegawai Negeri,Sedang,Sedang,Besar,Ya,Baik,Listrik,Sedang,Baik,Ya,Terbatas,Lengkap,Lengkap,Lengkap,Sempit,Sempit,Mobil
50,10749,61,Pensiunan,Sedang,Sedang,Sedang,Ya,Kurang,Solar,Tinggi,Baik,Tidak,Terbatas,Lengkap,Lengkap,Kurang,Sempit,Cukup,Sepeda Motor
30,25153,95,Tidak Bekerja,Sedang,Lambat,Sedang,Tidak,Baik,Listrik,Tinggi,Baik,Ya,Terbatas,Cukup,Cukup,Lengkap,Luas,Cukup,Sepeda
21,28987,99,Pegawai Negeri,Murah,Cepat,Sedang,Ya,Baik,Solar,Sedang,Cukup,Tidak,Terbatas,Lengkap,Kurang,Kurang,Cukup,Cukup,Mobil Listrik
63,12614,25,Pensiunan,Sedang,Sedang,Kecil,Tidak,Kurang,Gas,Rendah,Kurang,Tidak,Beragam,Kurang,Kurang,Cukup,Sempit,Sempit,Sepeda Motor
49,24790,20,Tidak Bekerja,Murah,Cepat,Kecil,Tidak,Cukup,Solar,Rendah,Kurang,Tidak,Beragam,Kurang,Kurang,Lengkap,Sempit,Cukup,Sepeda
54,2675,50,Pensiunan,Mahal,Sedang,Sedang,Tidak,Cukup,Listrik,Rendah,Kurang,Tidak,Beragam,Lengkap,Lengkap,Kurang,Luas,Cukup,Mobil Listrik
46,9144,85,Wiraswasta,Mahal,Cepat,Kecil,Ya,Kurang,Listrik,Tinggi,Kurang,Tidak,Beragam,Cukup,Cukup,Lengkap,Luas,Cukup,Mobil Listrik
28,11944,24,Tidak Bekerja,Murah,Sedang,Kecil,Tidak,Baik,Gas,Rendah,Cukup,Ya,Terbatas,Lengkap,Kurang,Kurang,Luas,Cukup,Sepeda Motor
34,24837,83,Pegawai Negeri,Mahal,Cepat,Kecil,Ya,Baik,Gas,Rendah,Cukup,Ya,Terbatas,Lengkap,Kurang,Cukup,Cukup,Sempit,Sepeda
30,16273,42,Pegawai Negeri,Mahal,Cepat,Kecil,Ya,Baik,Listrik,Rendah,Kurang,Ya,Beragam,Cukup,Kurang,Lengkap,Luas,Cukup,Mobil Listrik
41,2191,69,Wiraswasta,Murah,Lambat,Sedang,Tidak,Baik,Bensin,Sedang,Baik,Tidak,Terbatas,Cukup,Cukup,Kurang,Cukup,Cukup,Mobil
18,3223,67,Tidak Bekerja,Mahal,Lambat,Sedang,Ya,Baik,Listrik,Sedang,Baik,Tidak,Beragam,Kurang,Cukup,Lengkap,Sempit,Sempit,Mobil Listrik
28,5827,37,Pelajar/Mahasiswa,Sedang,Sedang,Besar,Tidak,Kurang,Bensin,Rendah,Baik,Ya,Beragam,Cukup,Kurang,Kurang,Cukup,Cukup,Sepeda
66,22862,59,Pensiunan,Murah,Sedang,Sedang,Tidak,Kurang,Solar,Rendah,Cukup,Ya,Terbatas,Kurang,Kurang,Lengkap,Luas,Sempit,Mobil Listrik
32,24256,37,Tidak Bekerja,Mahal,Cepat,Kecil,Tidak,Cukup,Gas,Sedang,Baik,Tidak,Terbatas,Kurang,Lengkap,Lengkap,Luas,Luas,Mobil
67,19982,38,Pensiunan,Murah,Cepat,Besar,Tidak,Cukup,Gas,Sedang,Kurang,Ya,Terbatas,Cukup,Lengkap,Cukup,Cukup,Cukup,Sepeda
61,6617,28,Wiraswasta,Murah,Sedang,Kecil,Tidak,Baik,Solar,Rendah,Cukup,Tidak,Beragam,Cukup,Lengkap,Kurang,Luas,Sempit,Mobil
46,11699,65,Pegawai Negeri,Murah,Sedang,Besar,Tidak,Cukup,Gas,Tinggi,Cukup,Tidak,Terbatas,Kurang,Cukup,Lengkap,Sempit,Sempit,Mobil
52,24738,43,Pensiunan,Sedang,Sedang,Besar,Tidak,Baik,Solar,Tinggi,Cukup,Tidak,Terbatas,Kurang,Cukup,Cukup,Cukup,Cukup,Sepeda
50,15671,47,Wiraswasta,Sedang,Cepat,Sedang,Ya,Kurang,Solar,Rendah,Cukup,Tidak,Beragam,Lengkap,Cukup,Kurang,Luas,Sempit,Sepeda Motor
34,20101,40,Tidak Bekerja,Mahal,Cepat,Besar,Tidak,Baik,Listrik,Rendah,Baik,Tidak,Terbatas,Cukup,Cukup,Kurang,Luas,Sempit,Mobil Listrik
61,14416,11,Wiraswasta,Murah,Lambat,Sedang,Ya,Cukup,Gas,Sedang,Cukup,Tidak,Terbatas,Kurang,Lengkap,Lengkap,Sempit,Sempit,Sepeda
59,6905,47,Pelajar/Mahasiswa,Murah,Lambat,Kecil,Tidak,Kurang,Gas,Tinggi,Kurang,Tidak,Beragam,Lengkap,Lengkap,Cukup,Sempit,Cukup,Sepeda
42,3317,14,Pelajar/Mahasiswa,Sedang,Lambat,Sedang,Tidak,Baik,Listrik,Tinggi,Cukup,Ya,Terbatas,Lengkap,Kurang,Cukup,Cukup,Luas,Mobil Listrik
44,24452,86,Pensiunan,Mahal,Cepat,Kecil,Ya,Cukup,Solar,Tinggi,Cukup,Ya,Beragam,Kurang,Cukup,Kurang,Cukup,Luas,Mobil Listrik
30,22987,79,Tidak Bekerja,Mahal,Sedang,Sedang,Tidak,Cukup,Listrik,Tinggi,Baik,Ya,Beragam,Kurang,Cukup,Lengkap,Cukup,Cukup,Mobil Listrik
18,11188,53,Wiraswasta,Sedang,Sedang,Kecil,Tidak,Baik,Listrik,Sedang,Baik,Ya,Terbatas,Lengkap,Cukup,Cukup,Sempit,Sempit,Mobil Listrik
28,23653,36,Wiraswasta,Murah,Cepat,Kecil,Tidak,Kurang,Listrik,Tinggi,Baik,Ya,Terbatas,Lengkap,Cukup,Cukup,Sempit,Cukup,Sepeda Motor
19,7262,99,Tidak Bekerja,Murah,Cepat,Besar,Ya,Kurang,Gas,Tinggi,Cukup,Ya,Beragam,Lengkap,Cukup,Kurang,Cukup,Sempit,Mobil
56,25974,66,Pegawai Negeri,Sedang,Lambat,Kecil,Tidak,Cukup,Gas,Tinggi,Cukup,Ya,Terbatas,Kurang,Cukup,Cukup,Luas,Sempit,Sepeda
47,8115,45,Wiraswasta,Murah,Sedang,Sedang,Ya,Baik,Listrik,Rendah,Baik,Tidak,Beragam,Cukup,Kurang,Cukup,Sempit,Cukup,Mobil Listrik
54,14739,80,Pelajar/Mahasiswa,Mahal,Lambat,Kecil,Tidak,Baik,Bensin,Rendah,Kurang,Ya,Beragam,Cukup,Cukup,Lengkap,Cukup,Luas,Mobil
29,29076,46,Tidak Bekerja,Mahal,Cepat,Besar,Tidak,Kurang,Solar,Tinggi,Cukup,Ya,Terbatas,Lengkap,Cukup,Cukup,Sempit,Cukup,Mobil Listrik
57,24747,92,Tidak Bekerja,Sedang,Lambat,Sedang,Ya,Kurang,Bensin,Sedang,Cukup,Ya,Beragam,Kurang,Cukup,Cukup,Cukup,Sempit,Sepeda
49,25481,42,Tidak Bekerja,Sedang,Cepat,Kecil,Ya,Cukup,Gas,Sedang,Baik,Ya,Beragam,Kurang,Cukup,Cukup,Sempit,Cukup,Sepeda
56,8930,66,Tidak Bekerja,Murah,Lambat,Sedang,Ya,Cukup,Gas,Rendah,Baik,Tidak,Terbatas,Cukup,Cukup,Lengkap,Luas,Cukup,Sepeda Motor
40,12752,64,Tidak Bekerja,Sedang,Lambat,Kecil,Ya,Kurang,Solar,Tinggi,Cukup,Tidak,Terbatas,Lengkap,Cukup,Kurang,Luas,Luas,Mobil
30,29189,30,Wiraswasta,Mahal,Lambat,Kecil,Tidak,Baik,Listrik,Tinggi,Baik,Tidak,Beragam,Cukup,Cukup,Kurang,Sempit,Cukup,Mobil Listrik
68,9110,35,Pegawai Negeri,Mahal,Sedang,Kecil,Tidak,Cukup,Gas,Tinggi,Kurang,Tidak,Terbatas,Kurang,Lengkap,Lengkap,Luas,Luas,Mobil Listrik
29,8953,62,Pegawai Negeri,Murah,Lambat,Kecil,Ya,Kurang,Gas,Sedang,Baik,Tidak,Terbatas,Kurang,Kurang,Cukup,Sempit,Cukup,Sepeda
33,18132,30,Pegawai Negeri,Sedang,Sedang,Kecil,Ya,Baik,Gas,Rendah,Baik,Ya,Terbatas,Kurang,Cukup,Lengkap,Cukup,Luas,Sepeda
43,23091,12,Tidak Bekerja,Mahal,Sedang,Kecil,Ya,Cukup,Gas,Rendah,Kurang,Tidak,Terbatas,Lengkap,Kurang,Cukup,Cukup,Luas,Sepeda
30,24839,41,Pensiunan,Mahal,Lambat,Kecil,Ya,Cukup,Listrik,Tinggi,Baik,Tidak,Beragam,Lengkap,Lengkap,Lengkap,Luas,Cukup,Mobil Listrik
44,16147,96,Pensiunan,Murah,Cepat,Besar,Ya,Baik,Bensin,Tinggi,Baik,Tidak,Beragam,Kurang,Lengkap,Lengkap,Sempit,Sempit,Mobil
