Nilai Ujian,Kehadiran (%),Aktivitas Ekstrakurikuler,Preferensi Lokasi,Transportasi,Rata-rata Nilai Raport,Prestasi Akademik,Keterlibatan Orang Tua,Jarak Rumah (km),Ketersediaan Fasilitas Olahraga,Ketersediaan Fasilitas Laboratorium,Ketersediaan Fasilitas Perpustakaan,Ketersediaan Fasilitas Seni,Ketersediaan Fasilitas Komputer,Ketersediaan Fasilitas Wi-Fi,Ketersediaan Fasilitas Kesehatan,Ketersediaan Fasilitas Kafetaria,Lingkungan Sekitar,Ketersediaan Beasiswa,Sekolah Dipilih
89,89,Tinggi,Jauh dari Rumah,Bus,66,Sedang,Rendah,1,Sedang,Kurang,Kurang,Sedang,Sedang,Tidak Ada,Ada,Ada,Tidak Nyaman,Tidak,B
82,79,Rendah,Jauh dari Rumah,Sepeda,94,Tinggi,Rendah,16,Kurang,Kurang,Kurang,Kurang,Sedang,Ada,Ada,Tidak Ada,Nyaman,Tidak,B
84,77,Tinggi,Dekat Rumah,Sepeda,68,Sedang,Tinggi,5,Baik,Kurang,Kurang,Kurang,Sedang,Ada,Tidak Ada,Tidak Ada,Nyaman,Ya,B
68,74,Sedang,Tidak Peduli,Sepeda,67,Sedang,Sedang,4,Kurang,Kurang,Sedang,Baik,Sedang,Tidak Ada,Ada,Ada,Nyaman,Tidak,A
88,96,Sedang,Tidak Peduli,Mobil,74,Tinggi,Rendah,13,Kurang,Baik,Kurang,Sedang,Baik,Tidak Ada,Ada,Ada,Nyaman,Ya,B
90,78,Rendah,Jauh dari Rumah,Mobil,69,Sedang,Tinggi,14,Baik,Sedang,Kurang,Baik,Baik,Ada,Tidak Ada,Tidak Ada,Tenang,Ya,A
60,70,Tinggi,Jauh dari Rumah,Mobil,76,Sedang,Tinggi,10,Baik,Kurang,Kurang,Baik,Kurang,Ada,Tidak Ada,Tidak Ada,Nyaman,Ya,C
75,92,Rendah,Tidak Peduli,Sepeda,87,Tinggi,Sedang,19,Baik,Baik,Baik,Kurang,Baik,Tidak Ada,Ada,Tidak Ada,Nyaman,Ya,B
70,80,Sedang,Dekat Rumah,Sepeda,69,Rendah,Sedang,4,Sedang,Kurang,Baik,Baik,Sedang,Tidak Ada,Tidak Ada,Ada,Nyaman,Ya,C
54,89,Rendah,Tidak Peduli,Sepeda,94,Rendah,Tinggi,12,Sedang,Sedang,Sedang,Sedang,Sedang,Ada,Ada,Ada,Nyaman,Ya,B
82,78,Tinggi,Dekat Rumah,Bus,80,Sedang,Tinggi,1,Kurang,Sedang,Kurang,Baik,Sedang,Tidak Ada,Tidak Ada,Tidak Ada,Nyaman,Ya,C
99,72,Rendah,Tidak Peduli,Sepeda,83,Rendah,Sedang,6,Baik,Baik,Baik,Sedang,Sedang,Ada,Tidak Ada,Tidak Ada,Tidak Nyaman,Tidak,C
72,92,Tinggi,Dekat Rumah,Sepeda,71,Rendah,Sedang,19,Kurang,Kurang,Kurang,Baik,Kurang,Tidak Ada,Ada,Ada,Tidak Nyaman,Tidak,B
66,83,Tinggi,Tidak Peduli,Bus,84,Tinggi,Sedang,15,Kurang,Baik,Baik,Kurang,Sedang,Tidak Ada,Ada,Tidak Ada,Ramai,Ya,C
88,88,Sedang,Jauh dari Rumah,Bus,76,Tinggi,Rendah,18,Kurang,Kurang,Kurang,Baik,Sedang,Tidak Ada,Ada,Tidak Ada,Nyaman,Tidak,C
95,87,Rendah,Tidak Peduli,Mobil,89,Sedang,Sedang,6,Sedang,Sedang,Sedang,Baik,Kurang,Ada,Ada,Ada,Nyaman,Tidak,B
98,77,Rendah,Jauh dari Rumah,Bus,84,Tinggi,Sedang,14,Kurang,Kurang,Baik,Sedang,Kurang,Tidak Ada,Tidak Ada,Tidak Ada,Tenang,Ya,B
61,77,Rendah,Jauh dari Rumah,Sepeda,88,Rendah,Rendah,5,Sedang,Sedang,Sedang,Baik,Kurang,Tidak Ada,Tidak Ada,Tidak Ada,Tidak Nyaman,Ya,B
72,73,Rendah,Jauh dari Rumah,Sepeda,87,Tinggi,Tinggi,4,Kurang,Baik,Sedang,Sedang,Baik,Tidak Ada,Tidak Ada,Ada,Nyaman,Ya,C
64,94,Sedang,Jauh dari Rumah,Bus,66,Sedang,Tinggi,5,Baik,Sedang,Sedang,Kurang,Sedang,Ada,Ada,Tidak Ada,Tenang,Tidak,A
95,88,Tinggi,Dekat Rumah,Sepeda,88,Sedang,Tinggi,9,Kurang,Sedang,Baik,Sedang,Baik,Ada,Ada,Ada,Tenang,Ya,C
64,87,Rendah,Dekat Rumah,Bus,63,Sedang,Rendah,13,Sedang,Sedang,Kurang,Baik,Baik,Ada,Ada,Ada,Tenang,Tidak,A
58,94,Sedang,Jauh dari Rumah,Bus,71,Tinggi,Sedang,18,Sedang,Sedang,Baik,Kurang,Sedang,Tidak Ada,Tidak Ada,Tidak Ada,Tidak Nyaman,Ya,B
81,94,Sedang,Tidak Peduli,Mobil,71,Sedang,Tinggi,15,Kurang,Kurang,Baik,Baik,Baik,Ada,Ada,Ada,Nyaman,Ya,A
56,95,Sedang,Tidak Peduli,Sepeda,71,Tinggi,Tinggi,17,Sedang,Baik,Kurang,Sedang,Sedang,Tidak Ada,Ada,Tidak Ada,Nyaman,Ya,A
85,91,Rendah,Dekat Rumah,Sepeda,81,Tinggi,Tinggi,9,Kurang,Baik,Kurang,Baik,Sedang,Ada,Tidak Ada,Tidak Ada,Tenang,Tidak,A
55,77,Sedang,Dekat Rumah,Mobil,87,Sedang,Rendah,2,Sedang,Sedang,Baik,Baik,Kurang,Ada,Ada,Tidak Ada,Ramai,Tidak,B
79,89,Rendah,Dekat Rumah,Bus,74,Rendah,Rendah,15,Kurang,Sedang,Baik,Baik,Kurang,Ada,Ada,Tidak Ada,Ramai,Tidak,A
86,99,Tinggi,Dekat Rumah,Mobil,76,Sedang,Rendah,9,Sedang,Sedang,Baik,Baik,Baik,Tidak Ada,Ada,Ada,Tenang,Tidak,A
59,87,Rendah,Tidak Peduli,Mobil,78,Sedang,Sedang,4,Sedang,Sedang,Baik,Baik,Baik,Ada,Tidak Ada,Ada,Tidak Nyaman,Ya,A
51,72,Rendah,Dekat Rumah,Mobil,93,Sedang,Sedang,18,Baik,Sedang,Sedang,Baik,Sedang,Ada,Ada,Tidak Ada,Nyaman,Tidak,A
82,73,Sedang,Dekat Rumah,Bus,62,Rendah,Tinggi,11,Kurang,Sedang,Baik,Baik,Kurang,Tidak Ada,Ada,Ada,Nyaman,Tidak,A
79,97,Tinggi,Tidak Peduli,Sepeda,77,Sedang,Rendah,6,Sedang,Baik,Baik,Baik,Kurang,Tidak Ada,Tidak Ada,Tidak Ada,Ramai,Tidak,A
64,84,Rendah,Jauh dari Rumah,Mobil,62,Sedang,Rendah,6,Baik,Baik,Sedang,Sedang,Sedang,Ada,Ada,Ada,Nyaman,Ya,B
50,90,Sedang,Tidak Peduli,Bus,64,Tinggi,Rendah,18,Baik,Baik,Baik,Kurang,Sedang,Ada,Tidak Ada,Ada,Ramai,Ya,C
94,71,Tinggi,Dekat Rumah,Sepeda,81,Tinggi,Rendah,19,Kurang,Kurang,Baik,Kurang,Baik,Ada,Tidak Ada,Tidak Ada,Nyaman,Tidak,B
73,72,Sedang,Dekat Rumah,Bus,61,Rendah,Rendah,17,Baik,Baik,Sedang,Sedang,Sedang,Tidak Ada,Tidak Ada,Ada,Ramai,Ya,B
65,87,Rendah,Dekat Rumah,Sepeda,88,Tinggi,Sedang,8,Baik,Sedang,Kurang,Kurang,Kurang,Tidak Ada,Ada,Ada,Nyaman,Tidak,C
84,89,Tinggi,Tidak Peduli,Bus,76,Rendah,Sedang,13,Sedang,Sedang,Sedang,Kurang,Baik,Ada,Ada,Ada,Tenang,Tidak,B
51,89,Sedang,Jauh dari Rumah,Bus,61,Tinggi,Tinggi,10,Kurang,Baik,Kurang,Kurang,Kurang,Tidak Ada,Tidak Ada,Ada,Tenang,Ya,B
50,74,Tinggi,Jauh dari Rumah,Mobil,85,Tinggi,Tinggi,15,Sedang,Sedang,Sedang,Sedang,Sedang,Tidak Ada,Ada,Ada,Tenang,Tidak,C
90,72,Tinggi,Dekat Rumah,Mobil,75,Tinggi,Sedang,3,Kurang,Kurang,Sedang,Sedang,Baik,Ada,Ada,Tidak Ada,Ramai,Tidak,B
68,84,Sedang,Jauh dari Rumah,Sepeda,92,Rendah,Sedang,5,Sedang,Baik,Kurang,Baik,Sedang,Ada,Ada,Ada,Ramai,Ya,A
52,84,Tinggi,Dekat Rumah,Bus,76,Tinggi,Rendah,9,Sedang,Kurang,Baik,Kurang,Sedang,Tidak Ada,Tidak Ada,Tidak Ada,Ramai,Tidak,A
61,77,Sedang,Tidak Peduli,Bus,77,Sedang,Sedang,18,Baik,Kurang,Kurang,Sedang,Sedang,Ada,Tidak Ada,Ada,Ramai,Tidak,C
72,80,Tinggi,Dekat Rumah,Mobil,79,Sedang,Sedang,9,Sedang,Baik,Sedang,Sedang,Sedang,Tidak Ada,Ada,Tidak Ada,Nyaman,Tidak,C
85,84,Rendah,Dekat Rumah,Bus,62,Tinggi,Rendah,6,Sedang,Sedang,Baik,Kurang,Baik,Tidak Ada,Tidak Ada,Tidak Ada,Ramai,Ya,B
92,76,Rendah,Jauh dari Rumah,Sepeda,79,Sedang,Rendah,11,Baik,Sedang,Kurang,Sedang,Kurang,Tidak Ada,Tidak Ada,Ada,Tidak Nyaman,Tidak,A
88,94,Tinggi,Dekat Rumah,Sepeda,92,Sedang,Sedang,17,Sedang,Kurang,Baik,Baik,Kurang,Tidak Ada,Ada,Ada,Nyaman,Ya,B
57,74,Rendah,Dekat Rumah,Bus,91,Rendah,Sedang,1,Kurang,Baik,Sedang,Sedang,Sedang,Ada,Ada,Tidak Ada,Tenang,Tidak,B
64,99,Tinggi,Jauh dari Rumah,Bus,77,Tinggi,Sedang,7,Kurang,Kurang,Kurang,Kurang,Baik,Ada,Ada,Tidak Ada,Tenang,Ya,A
73,85,Sedang,Dekat Rumah,Mobil,66,Sedang,Sedang,11,Sedang,Kurang,Sedang,Sedang,Baik,Ada,Ada,Ada,Tenang,Ya,C
94,89,Rendah,Tidak Peduli,Sepeda,62,Tinggi,Tinggi,17,Sedang,Sedang,Baik,Sedang,Sedang,Ada,Ada,Tidak Ada,Tidak Nyaman,Tidak,B
93,95,Tinggi,Jauh dari Rumah,Bus,75,Sedang,Tinggi,5,Kurang,Kurang,Kurang,Baik,Kurang,Tidak Ada,Tidak Ada,Tidak Ada,Nyaman,Tidak,A
58,79,Rendah,Jauh dari Rumah,Sepeda,65,Tinggi,Rendah,7,Kurang,Baik,Sedang,Baik,Baik,Ada,Tidak Ada,Tidak Ada,Ramai,Ya,C
65,96,Sedang,Jauh dari Rumah,Sepeda,80,Rendah,Sedang,18,Baik,Sedang,Kurang,Kurang,Kurang,Ada,Ada,Ada,Nyaman,Ya,A
66,89,Tinggi,Tidak Peduli,Bus,67,Tinggi,Rendah,17,Baik,Kurang,Baik,Kurang,Sedang,Ada,Ada,Tidak Ada,Nyaman,Tidak,A
73,76,Sedang,Tidak Peduli,Mobil,61,Rendah,Tinggi,16,Kurang,Baik,Kurang,Kurang,Kurang,Tidak Ada,Ada,Tidak Ada,Tidak Nyaman,Ya,B
78,81,Sedang,Dekat Rumah,Bus,72,Rendah,Tinggi,13,Kurang,Sedang,Sedang,Kurang,Kurang,Ada,Ada,Ada,Tenang,Tidak,C
92,75,Rendah,Jauh dari Rumah,Bus,87,Tinggi,Rendah,1,Kurang,Sedang,Sedang,Kurang,Baik,Ada,Tidak Ada,Ada,Ramai,Ya,B
85,90,Tinggi,Jauh dari Rumah,Mobil,64,Rendah,Tinggi,18,Kurang,Sedang,Sedang,Sedang,Sedang,Ada,Ada,Tidak Ada,Tidak Nyaman,Tidak,A
61,88,Sedang,Tidak Peduli,Mobil,71,Tinggi,Rendah,9,Kurang,Sedang,Sedang,Baik,Kurang,Tidak Ada,Tidak Ada,Ada,Tenang,Ya,C
94,91,Rendah,Jauh dari Rumah,Sepeda,77,Sedang,Rendah,1,Baik,Baik,Kurang,Sedang,Kurang,Ada,Ada,Ada,Tidak Nyaman,Tidak,C
74,99,Rendah,Jauh dari Rumah,Mobil,71,Sedang,Rendah,10,Baik,Kurang,Kurang,Kurang,Kurang,Tidak Ada,Tidak Ada,Ada,Ramai,Ya,B
99,89,Sedang,Tidak Peduli,Sepeda,61,Rendah,Sedang,18,Kurang,Kurang,Kurang,Sedang,Kurang,Ada,Ada,Tidak Ada,Ramai,Tidak,C
72,76,Sedang,Dekat Rumah,Mobil,88,Sedang,Tinggi,9,Sedang,Kurang,Kurang,Sedang,Sedang,Ada,Ada,Ada,Tidak Nyaman,Tidak,C
83,74,Sedang,Tidak Peduli,Mobil,85,Tinggi,Tinggi,5,Kurang,Sedang,Sedang,Kurang,Baik,Ada,Tidak Ada,Tidak Ada,Ramai,Tidak,C
99,88,Sedang,Tidak Peduli,Mobil,79,Sedang,Sedang,4,Sedang,Kurang,Baik,Baik,Kurang,Ada,Tidak Ada,Tidak Ada,Tenang,Tidak,C
72,81,Tinggi,Dekat Rumah,Sepeda,67,Tinggi,Rendah,19,Sedang,Kurang,Kurang,Kurang,Kurang,Tidak Ada,Tidak Ada,Ada,Tenang,Ya,B
81,75,Tinggi,Dekat Rumah,Bus,78,Tinggi,Rendah,8,Baik,Sedang,Baik,Baik,Sedang,Ada,Ada,Ada,Tidak Nyaman,Tidak,C
56,80,Rendah,Jauh dari Rumah,Mobil,76,Sedang,Rendah,18,Sedang,Baik,Kurang,Kurang,Sedang,Ada,Ada,Ada,Ramai,Tidak,B
60,94,Tinggi,Dekat Rumah,Bus,74,Rendah,Tinggi,5,Baik,Kurang,Baik,Baik,Sedang,Tidak Ada,Tidak Ada,Ada,Nyaman,Tidak,C
78,99,Rendah,Dekat Rumah,Mobil,91,Tinggi,Sedang,15,Baik,Kurang,Kurang,Baik,Baik,Tidak Ada,Ada,Tidak Ada,Tenang,Ya,B
53,90,Sedang,Tidak Peduli,Sepeda,78,Tinggi,Sedang,19,Kurang,Kurang,Kurang,Sedang,Baik,Tidak Ada,Ada,Tidak Ada,Nyaman,Ya,B
86,82,Rendah,Dekat Rumah,Mobil,70,Rendah,Rendah,2,Sedang,Baik,Sedang,Kurang,Kurang,Tidak Ada,Ada,Ada,Tidak Nyaman,Tidak,B
74,80,Rendah,Dekat Rumah,Sepeda,90,Rendah,Rendah,6,Kurang,Baik,Sedang,Sedang,Kurang,Tidak Ada,Tidak Ada,Tidak Ada,Ramai,Ya,A
99,74,Tinggi,Dekat Rumah,Sepeda,70,Tinggi,Rendah,18,Sedang,Kurang,Baik,Baik,Kurang,Tidak Ada,Ada,Tidak Ada,Nyaman,Tidak,C
81,82,Sedang,Dekat Rumah,Bus,94,Sedang,Tinggi,5,Kurang,Kurang,Sedang,Kurang,Baik,Ada,Ada,Tidak Ada,Tenang,Tidak,A
95,78,Rendah,Jauh dari Rumah,Sepeda,92,Rendah,Tinggi,7,Sedang,Baik,Baik,Baik,Sedang,Tidak Ada,Ada,Ada,Ramai,Ya,B
78,71,Sedang,Dekat Rumah,Sepeda,60,Sedang,Rendah,16,Kurang,Sedang,Baik,Sedang,Sedang,Tidak Ada,Ada,Ada,Tidak Nyaman,Ya,B
93,77,Sedang,Tidak Peduli,Bus,88,Sedang,Tinggi,14,Kurang,Sedang,Baik,Baik,Sedang,Tidak Ada,Ada,Tidak Ada,Ramai,Ya,B
95,74,Rendah,Tidak Peduli,Bus,76,Tinggi,Sedang,4,Kurang,Baik,Sedang,Baik,Baik,Ada,Ada,Ada,Nyaman,Ya,B
53,73,Sedang,Jauh dari Rumah,Bus,92,Sedang,Rendah,18,Kurang,Sedang,Baik,Sedang,Baik,Tidak Ada,Tidak Ada,Tidak Ada,Ramai,Tidak,A
86,90,Tinggi,Tidak Peduli,Mobil,82,Rendah,Rendah,1,Sedang,Kurang,Baik,Sedang,Sedang,Tidak Ada,Tidak Ada,Tidak Ada,Nyaman,Tidak,A
87,87,Tinggi,Jauh dari Rumah,Bus,65,Sedang,Tinggi,12,Sedang,Kurang,Sedang,Kurang,Kurang,Ada,Tidak Ada,Tidak Ada,Tenang,Tidak,A
75,78,Tinggi,Jauh dari Rumah,Sepeda,61,Tinggi,Tinggi,2,Sedang,Baik,Sedang,Baik,Baik,Tidak Ada,Tidak Ada,Ada,Tidak Nyaman,Ya,B
80,85,Sedang,Jauh dari Rumah,Mobil,87,Sedang,Tinggi,11,Sedang,Baik,Kurang,Baik,Kurang,Tidak Ada,Ada,Tidak Ada,Tidak Nyaman,Tidak,A
78,84,Tinggi,Jauh dari Rumah,Bus,62,Rendah,Tinggi,18,Sedang,Sedang,Sedang,Baik,Kurang,Ada,Ada,Tidak Ada,Nyaman,Tidak,C
95,86,Tinggi,Dekat Rumah,Bus,62,Tinggi,Tinggi,15,Baik,Kurang,Sedang,Kurang,Baik,Ada,Tidak Ada,Tidak Ada,Tenang,Ya,C
84,75,Tinggi,Jauh dari Rumah,Bus,64,Sedang,Tinggi,5,Kurang,Kurang,Sedang,Kurang,Sedang,Ada,Tidak Ada,Tidak Ada,Nyaman,Tidak,A
51,99,Tinggi,Jauh dari Rumah,Bus,80,Sedang,Tinggi,1,Kurang,Baik,Sedang,Sedang,Kurang,Tidak Ada,Tidak Ada,Ada,Tidak Nyaman,Tidak,A
80,84,Sedang,Dekat Rumah,Sepeda,69,Rendah,Rendah,16,Baik,Sedang,Baik,Baik,Baik,Ada,Tidak Ada,Ada,Ramai,Ya,C
91,76,Rendah,Jauh dari Rumah,Bus,76,Tinggi,Tinggi,1,Baik,Baik,Kurang,Sedang,Sedang,Ada,Tidak Ada,Tidak Ada,Tenang,Tidak,A
69,89,Rendah,Jauh dari Rumah,Sepeda,87,Rendah,Sedang,14,Baik,Baik,Baik,Baik,Sedang,Ada,Ada,Tidak Ada,Tidak Nyaman,Ya,A
56,80,Sedang,Dekat Rumah,Sepeda,90,Sedang,Sedang,15,Baik,Sedang,Kurang,Sedang,Sedang,Tidak Ada,Tidak Ada,Tidak Ada,Ramai,Ya,B
92,89,Rendah,Jauh dari Rumah,Sepeda,94,Sedang,Tinggi,15,Kurang,Sedang,Kurang,Baik,Kurang,Ada,Tidak Ada,Ada,Nyaman,Ya,C
92,78,Tinggi,Dekat Rumah,Mobil,84,Rendah,Tinggi,18,Kurang,Baik,Baik,Baik,Sedang,Tidak Ada,Tidak Ada,Tidak Ada,Tidak Nyaman,Tidak,A
69,90,Rendah,Jauh dari Rumah,Bus,78,Sedang,Sedang,17,Sedang,Baik,Kurang,Sedang,Sedang,Tidak Ada,Ada,Tidak Ada,Nyaman,Tidak,B
70,70,Tinggi,Jauh dari Rumah,Bus,89,Rendah,Tinggi,11,Kurang,Sedang,Sedang,Sedang,Kurang,Tidak Ada,Ada,Tidak Ada,Tenang,Ya,A
53,70,Tinggi,Jauh dari Rumah,Mobil,62,Tinggi,Rendah,9,Baik,Sedang,Kurang,Kurang,Kurang,Ada,Ada,Ada,Nyaman,Tidak,B
94,74,Rendah,Dekat Rumah,Mobil,71,Tinggi,Sedang,7,Baik,Baik,Sedang,Kurang,Kurang,Tidak Ada,Ada,Tidak Ada,Tenang,Ya,C
85,86,Tinggi,Dekat Rumah,Bus,85,Rendah,Sedang,19,Sedang,Kurang,Kurang,Kurang,Kurang,Ada,Ada,Ada,Tenang,Ya,A
68,92,Tinggi,Jauh dari Rumah,Mobil,94,Tinggi,Rendah,10,Sedang,Baik,Baik,Sedang,Sedang,Tidak Ada,Ada,Tidak Ada,Tidak Nyaman,Ya,A
68,99,Rendah,Dekat Rumah,Bus,72,Rendah,Rendah,7,Kurang,Sedang,Baik,Sedang,Sedang,Ada,Ada,Ada,Tenang,Ya,A
54,72,Sedang,Tidak Peduli,Mobil,73,Tinggi,Rendah,6,Kurang,Sedang,Sedang,Kurang,Baik,Tidak Ada,Tidak Ada,Ada,Tenang,Ya,C
78,77,Rendah,Tidak Peduli,Sepeda,71,Sedang,Sedang,14,Sedang,Baik,Sedang,Baik,Kurang,Ada,Tidak Ada,Ada,Ramai,Ya,B
61,95,Rendah,Jauh dari Rumah,Mobil,84,Rendah,Sedang,19,Baik,Kurang,Baik,Kurang,Kurang,Ada,Tidak Ada,Tidak Ada,Tenang,Tidak,B
85,95,Tinggi,Dekat Rumah,Mobil,94,Sedang,Rendah,8,Kurang,Kurang,Baik,Sedang,Sedang,Ada,Ada,Ada,Nyaman,Tidak,A
68,74,Sedang,Jauh dari Rumah,Sepeda,63,Sedang,Rendah,7,Kurang,Kurang,Baik,Kurang,Sedang,Ada,Ada,Ada,Tidak Nyaman,Ya,B
96,88,Sedang,Jauh dari Rumah,Mobil,62,Sedang,Rendah,8,Kurang,Baik,Kurang,Baik,Sedang,Tidak Ada,Tidak Ada,Ada,Tenang,Tidak,A
87,91,Sedang,Tidak Peduli,Mobil,66,Tinggi,Rendah,9,Kurang,Sedang,Baik,Sedang,Kurang,Ada,Ada,Ada,Tidak Nyaman,Tidak,B
96,86,Tinggi,Tidak Peduli,Mobil,60,Tinggi,Tinggi,5,Baik,Baik,Kurang,Sedang,Sedang,Tidak Ada,Ada,Ada,Tidak Nyaman,Ya,A
50,70,Tinggi,Dekat Rumah,Sepeda,90,Tinggi,Tinggi,18,Baik,Baik,Kurang,Kurang,Kurang,Ada,Ada,Tidak Ada,Tidak Nyaman,Tidak,B
55,99,Tinggi,Dekat Rumah,Sepeda,92,Rendah,Tinggi,12,Baik,Kurang,Kurang,Baik,Baik,Ada,Tidak Ada,Ada,Tenang,Tidak,B
93,84,Tinggi,Tidak Peduli,Sepeda,83,Rendah,Sedang,2,Baik,Sedang,Baik,Kurang,Sedang,Ada,Ada,Tidak Ada,Nyaman,Ya,B
67,70,Rendah,Jauh dari Rumah,Bus,66,Tinggi,Rendah,15,Sedang,Kurang,Baik,Sedang,Baik,Tidak Ada,Ada,Tidak Ada,Nyaman,Tidak,B
96,80,Rendah,Tidak Peduli,Sepeda,71,Rendah,Tinggi,7,Baik,Kurang,Baik,Baik,Kurang,Ada,Tidak Ada,Ada,Tenang,Tidak,B
71,79,Tinggi,Tidak Peduli,Bus,86,Tinggi,Sedang,10,Kurang,Kurang,Baik,Sedang,Baik,Tidak Ada,Ada,Ada,Ramai,Tidak,B
81,71,Sedang,Jauh dari Rumah,Mobil,61,Sedang,Rendah,2,Kurang,Baik,Sedang,Kurang,Baik,Tidak Ada,Tidak Ada,Tidak Ada,Tidak Nyaman,Tidak,C
98,80,Tinggi,Dekat Rumah,Mobil,60,Tinggi,Sedang,5,Kurang,Sedang,Kurang,Sedang,Sedang,Tidak Ada,Ada,Ada,Tidak Nyaman,Tidak,A
65,81,Sedang,Jauh dari Rumah,Bus,89,Tinggi,Rendah,6,Kurang,Kurang,Baik,Sedang,Baik,Tidak Ada,Ada,Tidak Ada,Nyaman,Tidak,C
93,87,Rendah,Dekat Rumah,Mobil,90,Tinggi,Rendah,9,Kurang,Baik,Sedang,Kurang,Kurang,Tidak Ada,Tidak Ada,Ada,Tidak Nyaman,Tidak,B
83,79,Tinggi,Tidak Peduli,Sepeda,76,Rendah,Tinggi,10,Sedang,Sedang,Baik,Baik,Kurang,Tidak Ada,Tidak Ada,Ada,Nyaman,Ya,A
78,70,Tinggi,Jauh dari Rumah,Bus,81,Rendah,Tinggi,18,Sedang,Baik,Kurang,Baik,Sedang,Ada,Tidak Ada,Ada,Tidak Nyaman,Tidak,A
86,77,Tinggi,Dekat Rumah,Bus,74,Tinggi,Rendah,15,Sedang,Sedang,Baik,Baik,Baik,Tidak Ada,Ada,Tidak Ada,Tidak Nyaman,Tidak,A
57,80,Tinggi,Tidak Peduli,Bus,94,Rendah,Sedang,18,Kurang,Kurang,Baik,Baik,Sedang,Tidak Ada,Ada,Tidak Ada,Tenang,Tidak,B
95,97,Sedang,Jauh dari Rumah,Bus,64,Tinggi,Tinggi,7,Baik,Baik,Baik,Sedang,Baik,Ada,Tidak Ada,Ada,Tenang,Tidak,B
87,83,Rendah,Jauh dari Rumah,Bus,83,Rendah,Sedang,10,Baik,Baik,Baik,Baik,Sedang,Ada,Tidak Ada,Ada,Nyaman,Tidak,C
55,85,Rendah,Jauh dari Rumah,Sepeda,60,Sedang,Tinggi,9,Sedang,Sedang,Sedang,Sedang,Baik,Ada,Ada,Ada,Tidak Nyaman,Tidak,A
78,95,Sedang,Jauh dari Rumah,Sepeda,70,Rendah,Rendah,13,Sedang,Kurang,Kurang,Sedang,Sedang,Tidak Ada,Tidak Ada,Tidak Ada,Tidak Nyaman,Tidak,B
87,80,Tinggi,Tidak Peduli,Mobil,65,Sedang,Sedang,11,Kurang,Baik,Sedang,Sedang,Baik,Tidak Ada,Ada,Tidak Ada,Nyaman,Ya,A
91,71,Tinggi,Dekat Rumah,Mobil,90,Sedang,Tinggi,12,Sedang,Sedang,Kurang,Kurang,Sedang,Ada,Tidak Ada,Tidak Ada,Nyaman,Tidak,C
72,81,Tinggi,Tidak Peduli,Bus,69,Rendah,Rendah,19,Kurang,Sedang,Kurang,Kurang,Baik,Tidak Ada,Tidak Ada,Ada,Tenang,Ya,B
63,73,Tinggi,Jauh dari Rumah,Mobil,65,Tinggi,Sedang,7,Kurang,Kurang,Sedang,Kurang,Kurang,Ada,Ada,Tidak Ada,Ramai,Ya,C
79,83,Rendah,Dekat Rumah,Mobil,78,Tinggi,Sedang,11,Baik,Baik,Kurang,Sedang,Kurang,Ada,Tidak Ada,Ada,Tidak Nyaman,Tidak,C
52,83,Tinggi,Tidak Peduli,Bus,77,Sedang,Tinggi,4,Kurang,Baik,Kurang,Baik,Baik,Tidak Ada,Tidak Ada,Tidak Ada,Tidak Nyaman,Ya,A
80,88,Sedang,Tidak Peduli,Bus,89,Tinggi,Sedang,18,Sedang,Baik,Sedang,Kurang,Baik,Ada,Tidak Ada,Tidak Ada,Ramai,Ya,C
65,78,Sedang,Tidak Peduli,Mobil,69,Sedang,Sedang,1,Kurang,Kurang,Sedang,Baik,Baik,Tidak Ada,Tidak Ada,Ada,Tenang,Ya,A
59,87,Tinggi,Jauh dari Rumah,Mobil,83,Rendah,Sedang,19,Baik,Baik,Baik,Baik,Baik,Ada,Tidak Ada,Tidak Ada,Ramai,Tidak,A
58,76,Sedang,Dekat Rumah,Sepeda,62,Sedang,Tinggi,8,Sedang,Kurang,Kurang,Sedang,Baik,Tidak Ada,Ada,Ada,Nyaman,Ya,C
67,78,Rendah,Tidak Peduli,Bus,62,Rendah,Tinggi,7,Baik,Sedang,Kurang,Kurang,Baik,Tidak Ada,Ada,Tidak Ada,Ramai,Ya,C
98,90,Sedang,Dekat Rumah,Bus,81,Sedang,Tinggi,17,Kurang,Kurang,Baik,Sedang,Sedang,Tidak Ada,Tidak Ada,Tidak Ada,Nyaman,Tidak,C
64,99,Tinggi,Jauh dari Rumah,Sepeda,87,Tinggi,Sedang,8,Kurang,Sedang,Baik,Baik,Kurang,Tidak Ada,Ada,Ada,Tidak Nyaman,Ya,A
61,95,Sedang,Dekat Rumah,Sepeda,67,Sedang,Sedang,5,Kurang,Baik,Baik,Kurang,Baik,Tidak Ada,Tidak Ada,Ada,Tidak Nyaman,Ya,A
91,95,Tinggi,Tidak Peduli,Sepeda,92,Tinggi,Sedang,1,Sedang,Kurang,Kurang,Baik,Kurang,Ada,Ada,Tidak Ada,Nyaman,Tidak,A
56,76,Sedang,Tidak Peduli,Mobil,82,Rendah,Sedang,18,Baik,Kurang,Sedang,Baik,Baik,Tidak Ada,Ada,Tidak Ada,Tenang,Ya,C
82,87,Sedang,Tidak Peduli,Mobil,81,Rendah,Rendah,12,Sedang,Kurang,Sedang,Sedang,Sedang,Ada,Tidak Ada,Tidak Ada,Nyaman,Ya,A
